paredblolad,pisomoscer,cielorazo,energcocinar3,eviv3,lugar1,v2a1,dependency,edjefe,edjefa,meaneduc,overcrowding,rooms,r4h2,r4h3,r4m3,r4t1,r4t2,tamviv,hogar_nin,hogar_adul,bedrooms,qmobilephone,walls,roof,floor,walls+roof+floor,warning,bonus,phones-per-capita,rooms-per-capita,rent-per-capita,female-sum,female-std,estadocivil7-sum,estadocivil7-std,parentesco2-std,parentesco3-sum,instlevel1-sum,instlevel2-sum,instlevel2-std,instlevel3-sum,instlevel3-std,instlevel4-std,instlevel8-max,instlevel8-sum,escolari-min,escolari-max,escolari-sum,escolari-std,escolari-range_,age-min,age-max,age-sum,age-std,age-range_,inst-max,inst-std,inst-range_,escolari/age-min,escolari/age-max,escolari/age-sum,escolari/age-std,escolari/age-range_,inst/age-max,inst/age-std,inst/age-range_,tech-sum,Target,idhogar
1.0,1.0,1.0,0.0,1.0,1.0,0.04249032389099192,0.0,0.2857142857142857,0.0,0.2792792702702703,0.4827586206896552,0.0,0.25,0.25,0.125,0.0,0.20000000000000004,0.14285714285714285,0.0,0.3333333333333333,0.0,0.30000000000000004,1.0,1.0,1.0,1.0,0.25,0.25,0.3333333333333333,0.018867924528301883,0.03333333333333333,0.125,0.816496580927726,0.0,0.0,0.816496580927726,0.1,0.0,0.0,0.0,0.14285714285714285,0.816496580927726,0.0,1.0,0.2,0.2857142857142857,0.6190476190476191,0.2672413793103448,0.25495838736839704,0.3333333333333333,0.2127659574468085,0.2911392405063291,0.23380281690140847,0.27659306795503347,0.22580645161290325,0.875,0.46770717334674267,0.625,0.20905923344947736,0.8794117647058824,0.20123346639805165,0.5817517946943441,0.7195121951219512,0.8999999999999998,0.6911774093304123,0.783170731707317,0.13636363636363635,4.0,3e16fab89
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7142857142857142,0.0,0.40540540540540543,0.05172413793103448,0.4,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.14285714285714285,0.2,0.5,0.5,0.5,0.5,0.25,0.25,0.6666666666666666,0.5471698113207547,0.0,0.0,0.8164965809277259,0.1,0.7302967433402213,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.7142857142857142,0.7142857142857142,0.12931034482758622,0.23328473740792174,0.0,0.46808510638297873,0.3291139240506329,0.07323943661971831,0.3857822080500523,0.0,0.875,0.25,0.0,0.487012987012987,0.4612299465240642,0.06257386077196973,0.3731977223381577,0.0,0.40909090909090906,0.28529136987830817,0.0,0.045454545454545456,4.0,1e84a2ac8
1.0,1.0,1.0,1.0,1.0,1.0,0.05098838866919031,0.0625,0.2857142857142857,0.0,0.18018017567567565,0.22413793103448276,0.30000000000000004,0.25,0.25,0.125,0.0,0.20000000000000004,0.14285714285714285,0.0,0.3333333333333333,0.14285714285714285,0.30000000000000004,1.0,1.0,1.0,1.0,0.0,0.75,0.3333333333333333,0.13207547169811318,0.04,0.125,0.816496580927726,0.1,0.816496580927726,0.816496580927726,0.1,0.0,0.0,0.0,0.2857142857142857,0.816496580927726,0.816496580927726,0.0,0.0,0.2857142857142857,0.38095238095238093,0.1724137931034483,0.07776157913597391,0.09523809523809523,0.35106382978723405,0.6455696202531646,0.4112676056338029,0.44566684319825134,0.38709677419354843,0.375,0.10206207261596574,0.125,0.12422360248447205,0.32798573975044565,0.07822073890734493,0.19621781157496895,0.2220967438358743,0.23376623376623376,0.15712062130029836,0.16100131752305663,0.2727272727272727,4.0,759df0194
1.0,1.0,1.0,0.0,1.0,1.0,0.04249032389099192,0.0,0.38095238095238093,0.0,0.2567567567567568,0.13793103448275862,0.4,0.125,0.125,0.125,0.0,0.1,0.07142857142857142,0.0,0.2222222222222222,0.14285714285714285,0.2,0.5,0.5,1.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.2641509433962264,0.049999999999999996,0.125,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.38095238095238093,0.5238095238095237,0.16379310344827586,0.14285714285714288,0.14285714285714285,0.2978723404255319,0.2151898734177215,0.1267605633802817,0.11556968063133351,0.07526881720430108,0.5,0.125,0.125,0.32653061224489793,0.5315126050420168,0.11406320906433341,0.26180990324416614,0.23469387755102042,0.36734693877551017,0.18219461697722564,0.14857142857142852,0.09090909090909091,4.0,f2fcf00fd
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.03125,0.5238095238095237,0.0,0.14189189189189189,0.25287355172413795,0.4,0.5,0.5,0.125,0.0,0.4,0.2857142857142857,0.1111111111111111,0.4444444444444444,0.2857142857142857,0.30000000000000004,0.5,0.5,1.0,0.6666666666666666,0.0,0.25,0.19999999999999998,0.09433962264150943,0.0,0.125,0.6324555320336758,0.30000000000000004,0.7745966692414834,0.6324555320336758,0.1,0.2,0.4,0.7745966692414834,0.14285714285714285,0.6324555320336759,0.0,0.0,0.0,0.0,0.5238095238095237,0.1810344827586207,0.2989019966947661,0.5238095238095237,0.20212765957446807,0.4810126582278481,0.4704225352112677,0.37648488497829224,0.39784946236559143,0.5,0.26809513236909016,0.5,0.0,0.2705882352941177,0.08990924038979067,0.2114195100696028,0.28571428571428575,0.18367346938775508,0.13785766677021513,0.18571428571428567,0.2272727272727273,4.0,cb6bb28dd
0.0,0.0,1.0,1.0,0.0,1.0,0.03399225911279354,0.0625,0.38095238095238093,0.0,0.1891891891891892,0.22413793103448276,0.30000000000000004,0.25,0.25,0.125,0.0,0.20000000000000004,0.14285714285714285,0.1111111111111111,0.2222222222222222,0.14285714285714285,0.2,0.0,0.5,0.0,0.16666666666666666,0.0,0.25,0.2222222222222222,0.13207547169811318,0.02666666666666667,0.125,0.816496580927726,0.1,0.816496580927726,0.816496580927726,0.1,0.0,0.0,0.0,0.14285714285714285,0.816496580927726,0.816496580927726,0.0,0.0,0.2857142857142857,0.38095238095238093,0.1896551724137931,0.07776157913597392,0.09523809523809523,0.1595744680851064,0.24050632911392406,0.1971830985915493,0.29006193452196133,0.23655913978494625,0.375,0.10206207261596575,0.125,0.23809523809523808,0.7215686274509804,0.16817147878823435,0.4483565277121777,0.5238095238095238,0.5142857142857142,0.3476067170785615,0.37555555555555553,0.13636363636363635,4.0,cbf24a06c
0.0,0.0,1.0,1.0,1.0,1.0,0.03824129150189273,0.0,0.0,0.42857142857142855,0.2972972972972973,0.13793103448275862,0.4,0.125,0.125,0.125,0.0,0.1,0.07142857142857142,0.0,0.2222222222222222,0.14285714285714285,0.2,0.5,1.0,1.0,0.8333333333333333,0.0,0.5,0.3333333333333333,0.2641509433962264,0.045,0.125,1.0,0.1,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.2,0.42857142857142855,0.6190476190476191,0.1896551724137931,0.19047619047619052,0.19047619047619047,0.2553191489361702,0.3291139240506329,0.14084507042253525,0.33019908751809574,0.21505376344086025,0.875,0.5,0.5,0.29220779220779225,0.7328431372549019,0.13696722857864488,0.5372449595557165,0.4816017316017315,0.75,0.7125603864734301,0.581060606060606,0.18181818181818182,4.0,922a1f87a
1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.25,0.0,0.7142857142857142,0.41891891891891897,0.13793103448275862,0.7000000000000001,0.25,0.25,0.125,0.0,0.20000000000000004,0.14285714285714285,0.1111111111111111,0.2222222222222222,0.2857142857142857,0.30000000000000004,1.0,1.0,1.0,1.0,0.0,0.75,0.3333333333333333,0.28301886792452824,0.0,0.125,0.816496580927726,0.1,0.816496580927726,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.816496580927726,1.0,0.4,0.38095238095238093,0.7619047619047619,0.33620689655172414,0.2935435239509037,0.38095238095238093,0.1595744680851064,0.7341772151898734,0.3295774647887324,0.7124193576024448,0.6559139784946237,0.875,0.40824829046386296,0.5,0.2819548872180451,0.7215686274509804,0.20086575236812645,0.3785931351027998,0.4799498746867168,0.5142857142857142,0.24561008693742328,0.2805263157894737,0.2727272727272727,4.0,a57a1f2f4
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.8095238095238095,0.0,0.2702702702702703,0.13793103448275862,0.30000000000000004,0.125,0.125,0.125,0.0,0.1,0.07142857142857142,0.0,0.2222222222222222,0.14285714285714285,0.1,0.5,0.5,0.5,0.5,0.0,0.25,0.16666666666666666,0.20754716981132074,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0,1.0,0.2,0.14285714285714285,0.8095238095238095,0.1724137931034483,0.6666666666666667,0.6666666666666666,0.7340425531914894,0.9620253164556961,0.4084507042253521,0.4127488593976197,0.2688172043010753,0.875,0.7499999999999999,0.75,0.04559270516717325,0.33333333333333337,0.051080440153251486,0.34177198084013005,0.3063741685388309,0.2608695652173913,0.28954224706949644,0.23610854147394386,0.09090909090909091,4.0,9b084b23d
0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0625,0.5238095238095237,0.0,0.3648648648648649,0.22413793103448276,0.4,0.125,0.125,0.25,0.14285714285714285,0.1,0.14285714285714285,0.1111111111111111,0.2222222222222222,0.14285714285714285,0.2,0.5,0.5,1.0,0.6666666666666666,0.0,0.5,0.2222222222222222,0.16981132075471697,0.0,0.25,0.816496580927726,0.0,0.0,0.816496580927726,0.1,0.0,0.2,0.816496580927726,0.0,0.0,0.0,1.0,0.2,0.09523809523809523,0.7619047619047619,0.25,0.477775141056902,0.6666666666666666,0.0851063829787234,0.379746835443038,0.23380281690140847,0.5201727442002624,0.4301075268817205,0.875,0.5303300858899106,0.75,0.3273809523809524,0.481045751633987,0.1532132568753674,0.15271709716419388,0.18055555555555558,0.39999999999999997,0.16346918969294516,0.18777777777777777,0.2727272727272727,4.0,6ddd55b3e
0.0,0.0,1.0,1.0,0.0,1.0,0.05098838866919031,0.125,0.5238095238095237,0.0,0.2972972972972973,0.3103448275862069,0.4,0.125,0.125,0.375,0.14285714285714285,0.20000000000000004,0.21428571428571427,0.2222222222222222,0.2222222222222222,0.14285714285714285,0.2,0.5,1.0,0.5,0.6666666666666666,0.0,0.25,0.16666666666666666,0.12264150943396226,0.03,0.375,0.7071067811865475,0.1,0.7071067811865475,0.7071067811865475,0.2,0.0,0.2,0.7071067811865475,0.0,0.0,0.7071067811865475,0.0,0.0,0.09523809523809523,0.5238095238095237,0.27586206896551724,0.28571428571428575,0.42857142857142855,0.0851063829787234,0.3291139240506329,0.25352112676056343,0.435562511095873,0.38709677419354843,0.5,0.25,0.375,0.35714285714285715,0.773109243697479,0.24473332213037052,0.3579579257088447,0.4591836734693877,0.5510204081632653,0.25847978912309627,0.3207792207792207,0.18181818181818182,2.0,652a7ffa0
1.0,1.0,1.0,0.0,1.0,1.0,0.07138374413686643,0.125,0.0,0.3333333333333333,0.24324324324324326,0.19540231034482758,0.4,0.125,0.25,0.25,0.14285714285714285,0.20000000000000004,0.21428571428571427,0.2222222222222222,0.2222222222222222,0.2857142857142857,0.2,1.0,1.0,1.0,1.0,0.0,0.25,0.16666666666666666,0.12264150943396226,0.041999999999999996,0.25,0.8164965809277259,0.2,0.8164965809277259,0.0,0.2,0.0,0.2,0.7071067811865475,0.14285714285714285,0.7071067811865475,0.7071067811865475,0.0,0.0,0.09523809523809523,0.5238095238095237,0.22413793103448276,0.24895852605330354,0.42857142857142855,0.10638297872340426,0.24050632911392406,0.21971830985915497,0.3383533792762711,0.2903225806451613,0.5,0.2282177322938192,0.375,0.2702702702702703,0.6244343891402716,0.21223577279793424,0.28485889737147096,0.3890703890703891,0.3956043956043956,0.13900152988343425,0.18918918918918917,0.18181818181818182,4.0,b9d64d752
0.0,0.0,1.0,1.0,1.0,1.0,0.01699612955639677,1.0,0.3333333333333333,0.0,0.1891891891891892,0.13793103448275862,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,1.0,1.0,0.25,0.0,0.0,0.09433962264150943,0.04,0.0,0.8164965809277259,0.1,0.7302967433402213,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.06034482758620689,0.23328473740792174,0.0,0.7553191489361702,0.6708860759493671,0.14929577464788735,0.3857822080500523,0.0,0.375,0.25,0.0,0.14084507042253522,0.13338856669428334,0.01809647804485134,0.3731977223381577,0.0,0.10865191146881287,0.28529136987830817,0.0,0.0,2.0,09a26c158
1.0,1.0,1.0,0.0,1.0,1.0,0.06586000203103748,0.0,0.0,0.6666666666666666,0.2702702702702703,0.3103448275862069,0.20000000000000004,0.125,0.125,0.125,0.0,0.1,0.07142857142857142,0.0,0.2222222222222222,0.0,0.2,1.0,1.0,1.0,1.0,0.0,0.5,0.3333333333333333,0.1509433962264151,0.0775,0.125,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,1.0,0.2,0.2857142857142857,0.6666666666666666,0.1724137931034483,0.38095238095238104,0.38095238095238093,0.30851063829787234,0.15189873417721517,0.11549295774647887,0.016509954375904787,0.010752688172043012,0.875,0.625,0.625,0.2955665024630542,0.6313725490196079,0.12363252307620443,0.4139762787928745,0.3711001642036125,0.6,0.5240712976844911,0.4273563218390804,0.09090909090909091,4.0,e2f9717d3
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0625,0.0,0.6666666666666666,0.35135135135135137,0.13793103448275862,0.5000000000000001,0.25,0.25,0.125,0.0,0.20000000000000004,0.14285714285714285,0.0,0.3333333333333333,0.2857142857142857,0.30000000000000004,1.0,1.0,1.0,1.0,0.0,1.0,0.3333333333333333,0.20754716981132074,0.0,0.125,0.816496580927726,0.1,0.816496580927726,0.816496580927726,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.5238095238095237,0.6666666666666666,0.33620689655172414,0.11664236870396087,0.14285714285714285,0.2765957446808511,0.6582278481012658,0.3746478873239437,0.5222646001375043,0.4731182795698925,0.875,0.30618621784789724,0.375,0.22448979591836735,0.7285067873303167,0.17439999701163492,0.4464991937931627,0.5447409733124019,0.6923076923076922,0.48721638984393345,0.5514285714285714,0.2727272727272727,4.0,65d20b573
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.42857142857142855,0.24324324324324326,0.02298850689655172,0.5000000000000001,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.1111111111111111,0.2857142857142857,0.1,1.0,0.5,0.5,0.6666666666666666,0.0,0.25,0.3333333333333333,0.660377358490566,0.0,0.125,0.8164965809277259,0.0,0.7302967433402213,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.07758620689655173,0.23328473740792174,0.0,0.7553191489361702,0.6708860759493671,0.14929577464788735,0.3857822080500523,0.0,0.375,0.25,0.0,0.18108651911468812,0.17149958574979288,0.023266900343380297,0.3731977223381577,0.0,0.10865191146881287,0.28529136987830817,0.0,0.045454545454545456,2.0,d9281c805
1.0,1.0,1.0,0.0,0.0,1.0,0.08498064778198385,0.08333333625,0.42857142857142855,0.0,0.24324324324324326,0.39655172413793105,0.20000000000000004,0.125,0.25,0.375,0.2857142857142857,0.20000000000000004,0.2857142857142857,0.2222222222222222,0.3333333333333333,0.14285714285714285,0.5,0.5,0.5,0.5,0.5,0.0,0.25,0.3333333333333333,0.049056603773584895,0.04,0.375,0.7745966692414833,0.2,0.7745966692414834,0.6324555320336759,0.2,0.2,0.2,0.6324555320336759,0.0,0.0,0.7745966692414833,0.0,0.0,0.0,0.42857142857142855,0.27586206896551724,0.26768512995343235,0.42857142857142855,0.010638297872340425,0.5316455696202531,0.3183098591549296,0.5260953372101603,0.6344086021505377,0.375,0.25,0.375,0.0,0.6149732620320856,0.2229931010774885,0.3907370232292038,0.6493506493506493,0.2660098522167487,0.19847165831195424,0.2689655172413793,0.2272727272727273,4.0,5f7699c70
1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.125,0.7142857142857142,0.0,0.3783783783783784,0.3103448275862069,0.5000000000000001,0.125,0.25,0.25,0.14285714285714285,0.20000000000000004,0.21428571428571427,0.1111111111111111,0.3333333333333333,0.14285714285714285,0.2,1.0,1.0,1.0,1.0,0.0,0.75,0.16666666666666666,0.1509433962264151,0.0,0.25,0.8164965809277259,0.1,0.7071067811865475,0.7071067811865475,0.1,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.0,0.7142857142857142,0.3620689655172414,0.4809288065886705,0.7142857142857142,0.07446808510638298,0.7088607594936709,0.4169014084507043,0.640988923404541,0.7204301075268817,0.875,0.5951190357119042,0.875,0.0,0.5073529411764706,0.1597794408841017,0.38729160188846085,0.5357142857142857,0.4499999999999999,0.35917824034396534,0.4549999999999999,0.18181818181818182,4.0,a0a822586
1.0,1.0,1.0,0.0,1.0,1.0,0.14871613361847175,0.0625,0.7619047619047619,0.0,0.44594594594594594,0.13793103448275862,0.5000000000000001,0.125,0.125,0.25,0.0,0.20000000000000004,0.14285714285714285,0.1111111111111111,0.2222222222222222,0.2857142857142857,0.4,1.0,1.0,1.0,1.0,0.0,0.75,0.4444444444444444,0.20754716981132074,0.11666666666666667,0.25,0.816496580927726,0.1,0.816496580927726,0.816496580927726,0.1,0.0,0.0,0.0,0.0,0.0,0.816496580927726,1.0,0.4,0.47619047619047616,0.8095238095238095,0.3706896551724138,0.25495838736839704,0.3333333333333333,0.18085106382978722,0.49367088607594933,0.27042253521126763,0.4687199018140075,0.4301075268817205,0.875,0.40824829046386296,0.5,0.40100250626566414,0.795847750865052,0.23750213438089152,0.346767223940868,0.4393336281881174,0.453781512605042,0.13782925296254478,0.13952528379772966,0.2727272727272727,4.0,b2ceb3e5c
